"STUID","YEAR","GENDER","RACETHN","MAJOR","DISTANCE","HS_GPA","COLLEGE_GPA","FIRST_GEN","ACT01","ACT02","ACT03","ACT04","ACT05","ACT06","ACT07","ACT08","ACT09","ACT10","ACT11","ACT12","ACT13","RATE1","RATE2","RATE3","RATE4","RATE5","RATE6","RATE7","AGREE_01","AGREE_02","AGREE_03","AGREE_04","AGREE_05","AGREE_06","AGREE_07","AGREE_08","AGREE_09"
"SgHTrN","2013","female",6,"3","3",7,6,"1",2,3,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,3,3,2,1,1,2,2,2,2,2,1,2
"CwQEjZ","2012","female",6,"4","3",8,5,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,3,3,2,3,2,2,2,3,1,2,2
"bRBNsh","2015","female",6,"5","3",4,4,"1",3,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,4,4,2,5,2,2,1,2,2
"4tXYDz","2015","male",6,"5","1",4,4,"1",1,3,1,1,2,1,1,1,1,1,1,3,1,1,2,3,1,3,3,1,2,1,2,1,4,1,3,2,2
"U9yQJA","2012","female",6,"3","6",4,4,"1",1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,3,5,4,1,1,1
"fVLEau","2013","female",6,"6","5",8,8,"1",2,3,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,3,2,2,1,1,2,1,1,2
"Igua2E","2014","male",4,"5","1",4,6,"1",1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,3,1,5,4,2,1,2,4,1,2,3
"20d9Rx","2015","male",6,"6","4",7,6,"1",3,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,2,1,2,2,1,4,3,2,1,1,4,4,2
"wlss66","2015","female",6,"3","5",8,5,"1",2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,3,2,1,3
"xDLohx","2014","female",6,"6","5",5,4,"1",1,1,2,1,1,1,1,3,1,1,1,1,1,2,4,1,1,1,2,2,5,2,2,1,2,1,2,2,2
"xS5X0P","2012","female",7,"3","5",4,2,"1",1,1,1,2,2,1,3,2,2,1,1,1,2,3,2,1,3,2,2,1,3,2,1,1,1,3,1,2,4
"zUn0v2","2012","female",6,"5",NA,6,7,"1",2,1,1,2,2,1,1,1,2,1,1,1,3,2,2,1,1,2,2,1,3,2,2,1,1,2,2,2,1
"w7iMY6","2013","female",2,"6","3",7,6,"1",1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,3,2,2,2,4,1,1,3,1,1,3
"DJcCuk","2014","female",6,"6","5",NA,8,"2",1,1,1,1,2,1,1,3,1,1,2,1,3,1,2,2,2,2,2,3,3,1,2,2,1,1,1,1,1
"Ssm14Q","2012","female",6,"5","6",6,5,"1",1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,4,2,4,2,1,3,1,2
"FS48pe","2013","male",6,"6","5",4,3,"1",1,3,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,3,2,1,2,2,2,1,2,1,2,4,2
"UfpuXq","2012","female",4,"4",NA,4,3,"1",1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,2,3,4,3,2,2,2,2,1
"DAql7M","2013","female",6,"5","5",7,7,"1",1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,1,2,1,1,3,1,1,2,2,3,2,1,2,1
"JexjIx","2012","male",6,"5","5",5,6,"1",1,1,1,3,1,3,1,1,3,1,1,1,1,3,1,2,1,3,1,1,2,2,1,3,1,1,2,1,1
"kGvZOK","2013","female",6,"4","2",8,4,"1",3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,4,1,1,3,1,2,2
"7g9boc","2013","female",2,"6","1",4,2,"1",1,2,1,1,1,2,1,1,1,2,1,3,1,2,2,1,3,1,1,2,5,4,5,1,1,4,1,3,2
"kyixA3","2013","male",6,"6","5",7,6,"1",2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,4,4,2,2,2,2,2,3,1
"RIVvSK","2015","male",2,"5","1",6,6,"1",3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,1,1,1,4,5,1,3,1,3
"Q1o566","2013","female",6,"5","5",7,6,"1",1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,2,2,4,3,2,1,1,1,4
"PBiraK","2013","female",6,"4","4",7,7,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,3,1,1,2,2,2,4,4,2,1,4,1,2,1
"1n9nyx","2014","female",6,"3","5",7,6,"1",1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,3,2,2,2,3,1,2,4,3,4,4,1,4
"k3CDuN","2012","male",6,"6","5",8,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,3,2,1,2,2,1,1,2,1
"Atk7r8","2012","female",6,"5","4",6,5,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,1,1,2,2,1,1,4,1
"bwazmK","2015","female",6,"4","5",4,4,"1",1,1,2,2,1,1,2,1,1,2,3,1,3,3,2,1,1,2,2,3,1,2,1,5,2,1,1,2,2
"isOUPe","2014","male",6,"5","5",7,6,"1",1,3,1,1,1,2,1,1,1,1,1,1,2,3,3,3,2,3,2,2,1,1,1,1,1,2,2,1,2
"Kksj9G","2013","female",6,"3","2",4,1,"1",1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,3,1,2,1,2,1,2,4,2,3
"I4ivnn","2012","female",6,"4",NA,4,6,"1",2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,3,1,1,1,1,1,1,2,1,2
"aOE0h0","2015","male",6,"5","6",7,8,"1",1,1,1,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,4,2,4,2
"nHfV1b","2012","female",6,"3","5",4,2,"1",1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,3,1,1,2,1,1,1,4,1,1
"TdzIrF","2013","male",2,"6","4",7,8,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,1,4,2,2,2,1,2,2,2,2
"E1VYEv","2015","male",6,"5","5",7,8,"1",1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,2,4,2,4
"CHqvrX","2013","female",6,"4","5",6,6,"1",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,2,2,2
"KrdcmT","2013","male",2,"6","5",7,8,"1",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,2,1,2,1,2,4
"TB747M","2015","female",6,"5","4",4,5,"1",1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,1,1,2,2,4,2,2,2,2,2,2,1
"0a9Xft","2014","female",6,"5","2",5,5,"1",1,3,1,1,1,1,1,1,1,2,1,2,1,2,1,2,3,1,1,2,3,1,1,3,4,1,3,4,4
"EvIpOZ","2015","female",7,"3","4",8,6,"1",1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,4,3,2,1,2
"ehLcdv","2013","male",7,"3","5",4,3,"1",1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,3,2,2,2,1,2
"oM9tQF","2012","female",2,"6","5",6,7,"1",1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,5,2,1,2,2,1
"N94uc8","2015","female",6,"5",NA,5,7,"1",1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,3,3,1,1,1,1,1,1,2,1
"vLN8Aw","2015","female",7,"3","3",4,3,"1",1,3,1,1,1,1,1,2,2,1,1,1,1,3,1,2,2,2,1,2,1,1,1,2,1,2,3,1,3
"9kqV5n","2015","male",2,"6","1",8,4,"1",3,3,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,2,2,2,4,2,4,2,3,2,1
"YsP4bc","2013","female",4,"4","2",8,7,"1",1,1,1,2,3,1,1,1,2,1,1,1,1,3,2,3,1,1,1,3,1,1,2,1,1,2,1,1,4
"OTNCOa","2015","male",6,"5","4",5,5,"1",1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,3,2,1,2,3,3,1,2,3
"1KsHES","2012","female",6,"3","4",5,5,"1",3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,2,1,5,2,1,2,2,4,4,4,2
"F9MK4T","2015","male",6,"5","3",6,7,"1",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,3,3,1,2,1,1
"qcOJcT","2013","male",6,"6","3",6,5,"1",2,1,1,2,1,3,3,1,1,1,1,1,1,2,1,2,2,1,3,1,4,2,3,1,1,1,2,3,2
"6uIFq6","2013","male",2,"6","4",7,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,3,2,2,2,2,2,2,2,2
"SJ8mS9","2014","female",6,"5","4",6,5,"1",1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,2,2,1,1,4,2,1,2,4,1
"2BI168","2013","female",3,"3","1",8,6,"1",2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,3,1,2,2,4,2,2,4,1,2,1
"nIyJ1O","2014","male",2,"6",NA,NA,5,"2",1,3,1,1,1,1,3,1,1,1,1,2,1,3,2,1,1,2,3,1,5,2,2,4,4,1,1,2,1
"kqb8CS","2012","female",4,"4","5",6,5,"1",2,1,1,1,1,3,1,1,1,2,1,1,1,2,1,3,1,1,3,3,4,1,1,1,2,2,2,3,2
"gMBHnb","2014","female",7,"6","5",7,6,"1",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,3,2,1,2,1,3,1
"G82XL1","2014","female",6,"4","5",4,6,"1",1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,2,1
"61u5aF","2012","male",6,"6","2",6,7,"1",1,2,1,1,1,3,1,3,1,2,1,3,1,1,2,1,2,1,1,1,5,2,5,2,1,3,2,2,1
"aU5HUU","2015","female",6,"6","6",8,7,"1",1,1,1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,2,2,1,4,4,4,4,2,1,2,5,2
"m7oxRe","2012","female",6,"3","4",7,7,"1",1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,5,5,2,1,1,1
"8yywOl","2014","female",6,"3","2",NA,6,"2",1,1,2,1,3,1,3,1,1,1,1,1,1,2,3,3,3,1,2,2,2,2,1,2,1,3,3,1,1
"tZYcbv","2013","female",4,"5","5",NA,8,"2",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,1,1,2,1,2,1,1,2,1
"IA7e1B","2013","male",4,"5","4",5,5,"1",2,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,1,2,2,1,1,5,2,1,2,2,2
"K8xKvA","2015","female",6,"4",NA,6,5,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,4
"jnIUeF","2012","female",2,"3","5",4,3,"1",1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,3,2,4,1,2
"BlzwRA","2012","female",7,"6","3",7,6,"1",1,1,1,2,3,1,1,1,1,1,3,1,3,3,1,1,1,2,2,2,5,2,4,1,2,1,2,3,1
"l0dzYU","2014","female",6,"3","4",NA,4,"2",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,2,2,2,2,1,1
"MdsY5N","2013","male",2,"6","4",4,4,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,5,1,3,2,1,1,1,2
"n7YGHz","2012","male",6,"6","5",4,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,2,1,4,2,1,2,2,2,2
"vOgTcz","2013","male",6,"5","5",NA,3,"2",1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,1,3,1,1,1,1,2,2,2,2,2,2
"GcOYWl","2014","female",6,"5","1",NA,6,"2",1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,1,2,1,1,1,1,2,4,1,1,2,2,1,1
"fzCKNF","2012","male",6,"5","1",5,6,"1",1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,3,4,2,2,2,1
"LQHicS","2014","female",2,"6","4",6,7,"1",1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,5,2,1,1,1,2,1,2
"H2dQQI","2013","male",6,"5","5",6,5,"1",3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2
"WVwhfV","2014","female",4,"4","2",7,6,"1",2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,3,2,1,1,3,2,1,3,4,1,2,1,2
"gjrSnD","2012","male",6,"6","5",8,6,"1",3,2,1,1,1,1,3,1,1,2,1,1,3,3,2,2,1,1,2,2,2,2,4,3,2,1,1,1,1
"mcI2wo","2012","female",6,"5","4",7,7,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,2,1,1,1,1
"f1PWY2","2013","male",6,"6","1",7,7,"1",1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,2,1,4,3,2,1,1,1,2,1,1,2,1
"UqLqlv","2014","female",2,"6","4",7,8,"1",1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,2,2,1
"lSXBnj","2014","male",6,"6","5",8,8,"1",1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,3,3,1,1,1,1
"uevDiA","2013","male",6,"5","2",6,5,"1",1,1,1,1,2,1,1,1,3,1,3,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1
"TTE9G8","2012","female",6,"3","5",4,4,"1",1,1,1,1,1,1,1,3,1,1,3,1,1,3,2,1,2,1,1,1,2,2,5,1,1,4,1,2,3
"geqZQY","2013","male",4,"4","5",4,2,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,3,1,1,2,2,2,2
"Ode0Uj","2014","female",6,"3","5",7,8,"1",1,2,1,1,1,2,1,2,1,1,3,1,2,3,3,3,1,2,1,1,1,1,1,1,5,4,2,1,1
"DD9h0v","2012","female",6,"5","5",6,5,"1",1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,2,1,1,2,1
"ptdjNb","2013","female",4,"4","5",7,7,"1",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,1,1,3,1,1,2
"eJNPaX","2013","female",6,"4","4",8,4,"1",1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1
"1eFVBA","2012","female",7,"4","2",4,4,"1",1,1,1,3,2,2,1,1,1,1,1,1,3,3,1,2,1,3,1,1,2,1,1,1,3,1,1,2,2
"XOTi3o","2015","female",6,"5","5",7,6,"1",3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,3,2,2,2,2,1,2,2,1
"qhwYGI","2013","male",6,"6","2",NA,4,"2",1,1,1,3,1,1,1,3,1,1,3,2,1,2,2,1,2,1,3,3,2,2,3,1,2,2,2,3,1
"Jfvhgd","2013","female",6,"5","2",5,7,"1",1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,2,1,2,2,1,1,2
"t8tQlV","2013","male",2,"5","3",7,6,"1",1,1,3,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,3,3,1,1,2,2,2,2,4,1,2
"VGxQma","2015","female",6,"3","4",8,4,"1",1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,4,1,2
"0hs1fX","2014","female",6,"3","5",6,8,"1",2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,3,1,1,3,4,4,4,2,2
"cOI9oc","2012","male",6,"3","5",8,4,"1",1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,3,1,3,3,1,2,2,4,5,5,4,1,3,2
"8eCipd","2013","female",4,"4","5",5,6,"1",1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,4,2,2,2,1,1,1
"7E0vtj","2012","female",6,"3","4",NA,6,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,4,1,2
"9kR5yw","2015","male",6,"6","5",NA,3,"2",1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,3,2,1,3,1,3,4,2,2,2,1,2,2,2
"Zicbc7","2012","male",6,"6","4",4,6,"1",1,1,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,3,1,2,3,2,3,1,2,1,2,2,1
"hKgX3s","2014","male",3,"6","5",8,8,"1",1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,3,5,2,5,2,1,2,2,1
"Lb3O3j","2013","male",6,"6","4",NA,5,"2",3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,3,1
"lDW9rE","2015","male",6,"3","4",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,2,1,1,1,2,1,3,4,1,2
"ExIgrV","2013","female",6,"3","5",5,5,"1",2,1,1,2,1,2,1,1,1,1,1,1,1,3,3,2,1,3,2,2,2,1,1,5,5,4,2,2,2
"CvKQsS","2013","female",2,"5","3",7,8,"1",1,3,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,1,2,1,2,1,1,2,3,2,4,3,2
"NfaVKX","2015","male",6,"6","5",7,7,"1",1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,2,1,1,4,5,2,2,1,2,1,2,2,2
"0IMUZS","2014","female",6,"3","5",5,5,"1",1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,3,3,1,2,2,2,2,4,1,4,1,2
"dbv9Xc","2012","female",6,"5","4",NA,6,"2",1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,2,1,1,5,2,1,1,1,2
"F1l4tG","2015","male",4,"3","4",4,4,"1",2,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2
"TUT9Y7","2013","female",6,"3","3",4,3,"1",1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1
"f6hJ7N","2013","male",6,"4","5",8,6,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,2,2,5,2,3,4,2,1
"GgI738","2014","female",2,"6","2",4,4,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,3,2,1,4,1,2,2,2,2,1
"0pKd9f","2013","female",4,"3","4",7,6,"1",1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,3,4,1,1,1
"gfA1qh","2013","male",6,"5","5",4,4,"1",1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,4,1,3,2,1,1,2
"yQT7CD","2014","male",6,"5","5",7,6,"1",1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,3,1,1,2,1,2,2,1,3,1,3,1,3
"2GySmB","2015","female",6,"5","4",5,5,"1",1,1,1,1,2,3,3,1,1,1,1,1,1,2,2,1,2,1,3,2,3,2,3,3,2,2,1,2,1
"1bwxrV","2013","female",6,"5","2",7,8,"1",1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,2,2,1,1,2
"ysFROG","2015","female",6,"5","4",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,1,2,2,1,1,1,3,2
"1ol6A2","2013","female",6,"4","2",8,7,"1",1,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,2,2,1,2,3,5,1,1,4,2,2,1
"uatZqE","2013","male",6,"6","5",7,8,"1",1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2
"qHL1Np","2015","female",6,"6","5",7,7,"1",1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,3,1,1,1,1,3,2
"VqGQwY","2013","male",6,"5","5",6,5,"1",1,1,1,1,1,3,1,1,1,1,3,1,1,3,2,1,1,1,3,1,3,1,1,1,2,2,2,2,1
"I51rsP","2015","male",6,"4","3",5,4,"1",1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,2,1,4,3,1,4,2,2
"n55Auq","2014","female",6,"5","5",4,6,"1",1,2,1,3,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,1,2,1,4,1,2,2,2,2,1
"wCiamx","2013","female",4,"5","5",5,7,"1",2,3,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,3,1
"ZgvbbI","2014","female",6,"4","5",7,6,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1
"cmv887","2013","female",7,"4","4",5,4,"1",1,1,3,1,1,1,1,1,2,1,1,3,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,3,4
"zBdFbd","2015","female",6,"5","2",7,8,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,2,1,1,2,2,3,1
"QJDr0m","2012","male",4,"5","3",7,6,"1",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,3,2,1,1,1,1
"UwO8rs","2015","female",6,"5","4",NA,4,"2",2,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,3,1,3,3,1,3,1,2,1,1,1,2
"jEXPdL","2014","male",6,"3",NA,NA,7,"2",3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,3,4,2,1,3
"23yKI3","2015","male",6,"5","3",NA,7,"2",1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,3,1,1,2,1,1,1,4,1,3
"CDm1Xp","2015","female",6,"4","5",8,6,"1",1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,2,2,1,2,1,1,1,1,3,1,4
"hvu26e","2015","female",6,"5","5",5,6,"1",1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,3,1,3,1,1,2,1,2,1,1,1,3,3
"tx2AOd","2012","male",6,"6",NA,7,7,"1",1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,1,2,2,1,1,1,2,3,2
"PLm7pP","2012","female",6,"3","5",4,4,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,4,1,1,4,1,2,2
"tbXNUT","2013","female",6,"5","5",7,6,"1",3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,3,2,1,2,2,2,2
"0TPwBr","2014","female",6,"4","5",4,6,"1",1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,3,2,2,1,2,4
"p2VwQj","2015","female",6,"5","2",7,8,"1",2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,3,2,1,3,1,1,3,2,2,1,3
"uKbztx","2015","female",2,"6",NA,6,7,"1",1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"ODHYiC","2015","male",6,"5","5",4,3,"1",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,4,5,3,1,4,1,2
"oRoFBd","2013","female",6,"5","4",6,5,"1",1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,2,3,1,2,3,3,2,1,2,2,3
"n7BHrj","2015","male",6,"5","3",7,8,"1",1,1,3,1,1,1,1,2,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,5,5,2,2,1,1
"8tc1VK","2012","female",6,"3","4",8,4,"1",1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,4,2,1,2
"0s5VqU","2012","male",2,"5","2",4,3,"1",1,2,1,3,1,1,2,1,1,2,1,1,1,2,2,3,2,1,1,2,1,2,1,5,5,2,1,1,1
"4mxd9n","2012","female",6,"4","4",8,6,"1",1,1,3,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,2,1,1,2,1,2,2,1,2,1,3
"Iri2Js","2014","female",6,"4","5",7,6,"1",1,1,1,1,3,1,1,1,1,2,1,3,3,3,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1
"pj2Zln","2012","female",2,"6","3",7,8,"1",1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2
"iaGZfI","2013","female",6,"4","3",NA,6,"2",1,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1
"gAwF5w","2014","female",6,"4","4",NA,6,"2",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,2,1,2,1,1,1,1,3,2,2,1,2,1
"w40Sv4","2012","female",6,"3","5",7,8,"1",1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,1,3,2,1,1,1,1,3,3,3,1,1,1
"AYX4EP","2012","female",7,"5","5",5,7,"1",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,3,3,2,1,2,1
"KdeyhB","2015","male",6,"6","4",7,8,"1",2,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,3,2,3,1,1,1,2,2
"felual","2015","female",6,"3","5",6,5,"1",1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,3,2,2,4,1,1,3
"I5QsDO","2014","female",2,"6","5",7,8,"1",1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,1,1,1,1
"2UdyGc","2015","male",2,"6","5",6,5,"1",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,5,2,4,5,1,2,2,2
"44yVzz","2013","female",2,"5","3",4,3,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,3,2,2,1,1,2,1,3,2,3
"8B33qk","2012","female",4,"3","5",6,5,"1",2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,4,2,1,1,2,1,1,1,2,2,2,1
"MKDJ6r","2012","female",6,"5","3",4,3,"1",1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,4,1,2,1,2,2,2,1,1,2,1
"YsEldb","2014","female",6,"5","2",7,6,"1",1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3,1,1,2,2,2,3,1,1,2,2,2,2
"TzFTb9","2015","male",3,"4","3",7,6,"1",1,1,1,2,1,3,1,3,1,1,1,1,1,1,2,3,1,3,1,1,1,2,1,1,1,2,1,1,1
"jTxSF7","2015","female",6,"5","5",NA,8,"2",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,2,1,2,1,1,2,1,1,3
